,Squad,Gls,xG,Player,DateParse,P_color,S_color,Min,xA,Ast
85870,Manchester Utd,0,0.0,Victor Lindelöf,2017-11-25,#b40509 , #ffe500,90.0,0.0,0
85871,Manchester Utd,0,0.0,Antonio Valencia,2017-11-25,#b40509 , #ffe500,90.0,0.2,0
85872,Manchester Utd,0,0.0,David de Gea,2017-11-25,#b40509 , #ffe500,90.0,0.0,0
85901,Manchester Utd,0,0.2,Romelu Lukaku,2017-12-26,#b40509 , #ffe500,90.0,0.0,0
85902,Manchester Utd,0,0.1,Marcus Rashford,2017-12-26,#b40509 , #ffe500,90.0,0.3,0
85903,Manchester Utd,0,0.3,Juan Mata,2017-12-26,#b40509 , #ffe500,90.0,0.1,0
85904,Manchester Utd,0,0.1,Zlatan Ibrahimović,2017-12-26,#b40509 , #ffe500,45.0,0.1,0
85905,Manchester Utd,2,0.9,Jesse Lingard,2017-12-26,#b40509 , #ffe500,45.0,0.0,0
85906,Manchester Utd,0,0.0,Nemanja Matić,2017-12-26,#b40509 , #ffe500,90.0,0.2,0
85907,Manchester Utd,0,0.1,Paul Pogba,2017-12-26,#b40509 , #ffe500,90.0,0.1,0
85908,Manchester Utd,0,0.2,Luke Shaw,2017-12-26,#b40509 , #ffe500,90.0,0.0,0
85909,Manchester Utd,0,0.0,Marcos Rojo,2017-12-26,#b40509 , #ffe500,45.0,0.0,0
85910,Manchester Utd,0,0.1,Henrikh Mkhitaryan,2017-12-26,#b40509 , #ffe500,45.0,0.0,0
85911,Manchester Utd,0,0.0,Phil Jones,2017-12-26,#b40509 , #ffe500,90.0,0.0,0
85912,Manchester Utd,0,0.0,Ashley Young,2017-12-26,#b40509 , #ffe500,90.0,0.9,1
85913,Manchester Utd,0,0.0,David de Gea,2017-12-26,#b40509 , #ffe500,90.0,0.0,0
85955,Manchester Utd,0,0.0,Anthony Martial,2018-02-25,#b40509 , #ffe500,64.0,0.8,1
85956,Manchester Utd,1,0.1,Jesse Lingard,2018-02-25,#b40509 , #ffe500,26.0,0.1,0
85957,Manchester Utd,1,0.9,Romelu Lukaku,2018-02-25,#b40509 , #ffe500,90.0,0.1,1
85958,Manchester Utd,0,0.3,Alexis Sánchez,2018-02-25,#b40509 , #ffe500,81.0,0.2,0
85959,Manchester Utd,0,0.0,Eric Bailly,2018-02-25,#b40509 , #ffe500,9.0,0.0,0
85960,Manchester Utd,0,0.0,Paul Pogba,2018-02-25,#b40509 , #ffe500,90.0,0.0,0
85961,Manchester Utd,0,0.0,Scott McTominay,2018-02-25,#b40509 , #ffe500,90.0,0.0,0
85962,Manchester Utd,0,0.0,Nemanja Matić,2018-02-25,#b40509 , #ffe500,90.0,0.1,0
85963,Manchester Utd,0,0.0,Ashley Young,2018-02-25,#b40509 , #ffe500,90.0,0.1,0
85964,Manchester Utd,0,0.0,Victor Lindelöf,2018-02-25,#b40509 , #ffe500,90.0,0.0,0
85965,Manchester Utd,0,0.0,Chris Smalling,2018-02-25,#b40509 , #ffe500,90.0,0.0,0
85966,Manchester Utd,0,0.0,Antonio Valencia,2018-02-25,#b40509 , #ffe500,90.0,0.0,0
85967,Manchester Utd,0,0.0,David de Gea,2018-02-25,#b40509 , #ffe500,90.0,0.0,0
85996,Manchester Utd,1,0.9,Romelu Lukaku,2017-09-30,#b40509 , #ffe500,90.0,0.0,0
85997,Manchester Utd,0,0.0,Henrikh Mkhitaryan,2017-09-30,#b40509 , #ffe500,66.0,0.2,0
85998,Manchester Utd,0,0.0,Jesse Lingard,2017-09-30,#b40509 , #ffe500,24.0,0.0,0
85999,Manchester Utd,0,0.2,Marcus Rashford,2017-09-30,#b40509 , #ffe500,72.0,0.9,2
86000,Manchester Utd,0,0.1,Anthony Martial,2017-09-30,#b40509 , #ffe500,18.0,0.8,1
86001,Manchester Utd,0,0.0,Nemanja Matić,2017-09-30,#b40509 , #ffe500,90.0,0.0,0
86002,Manchester Utd,2,0.8,Marouane Fellaini,2017-09-30,#b40509 , #ffe500,90.0,0.0,0
86003,Manchester Utd,1,0.2,Juan Mata,2017-09-30,#b40509 , #ffe500,77.0,0.1,0
86004,Manchester Utd,0,0.0,Ander Herrera,2017-09-30,#b40509 , #ffe500,13.0,0.1,0
86005,Manchester Utd,0,0.0,Ashley Young,2017-09-30,#b40509 , #ffe500,90.0,0.2,1
86006,Manchester Utd,0,0.0,Phil Jones,2017-09-30,#b40509 , #ffe500,90.0,0.0,0
86007,Manchester Utd,0,0.1,Chris Smalling,2017-09-30,#b40509 , #ffe500,90.0,0.0,0
86008,Manchester Utd,0,0.0,Antonio Valencia,2017-09-30,#b40509 , #ffe500,90.0,0.0,0
86009,Manchester Utd,0,0.0,David de Gea,2017-09-30,#b40509 , #ffe500,90.0,0.0,0
86038,Manchester Utd,1,0.9,Romelu Lukaku,2017-09-17,#b40509 , #ffe500,90.0,0.4,1
86039,Manchester Utd,0,0.1,Marcus Rashford,2017-09-17,#b40509 , #ffe500,61.0,0.3,0
86040,Manchester Utd,0,0.3,Jesse Lingard,2017-09-17,#b40509 , #ffe500,29.0,0.2,1
86041,Manchester Utd,0,0.1,Juan Mata,2017-09-17,#b40509 , #ffe500,77.0,0.5,0
86042,Manchester Utd,0,0.0,Ander Herrera,2017-09-17,#b40509 , #ffe500,13.0,0.0,0
86043,Manchester Utd,1,0.4,Henrikh Mkhitaryan,2017-09-17,#b40509 , #ffe500,88.0,0.0,0
86044,Manchester Utd,1,0.8,Anthony Martial,2017-09-17,#b40509 , #ffe500,2.0,0.0,0
86045,Manchester Utd,0,0.0,Nemanja Matić,2017-09-17,#b40509 , #ffe500,90.0,0.0,1
86046,Manchester Utd,0,0.5,Marouane Fellaini,2017-09-17,#b40509 , #ffe500,90.0,0.0,0
86047,Manchester Utd,0,0.0,Ashley Young,2017-09-17,#b40509 , #ffe500,90.0,0.1,0
86048,Manchester Utd,0,0.0,Phil Jones,2017-09-17,#b40509 , #ffe500,90.0,0.0,0
86049,Manchester Utd,0,0.0,Eric Bailly,2017-09-17,#b40509 , #ffe500,90.0,0.0,0
86050,Manchester Utd,1,0.0,Antonio Valencia,2017-09-17,#b40509 , #ffe500,90.0,0.0,0
86051,Manchester Utd,0,0.0,David de Gea,2017-09-17,#b40509 , #ffe500,90.0,0.0,0
86093,Manchester Utd,1,0.3,Romelu Lukaku,2018-02-03,#b40509 , #ffe500,77.0,0.0,0
86094,Manchester Utd,0,0.0,Anthony Martial,2018-02-03,#b40509 , #ffe500,13.0,0.0,0
86095,Manchester Utd,1,1.2,Alexis Sánchez,2018-02-03,#b40509 , #ffe500,90.0,0.0,0
86096,Manchester Utd,0,0.0,Juan Mata,2018-02-03,#b40509 , #ffe500,71.0,0.3,1
86097,Manchester Utd,0,0.0,Marcus Rashford,2018-02-03,#b40509 , #ffe500,19.0,0.0,0
86098,Manchester Utd,0,0.1,Jesse Lingard,2018-02-03,#b40509 , #ffe500,65.0,0.0,0
86099,Manchester Utd,0,0.0,Paul Pogba,2018-02-03,#b40509 , #ffe500,25.0,0.0,0
86100,Manchester Utd,0,0.0,Nemanja Matić,2018-02-03,#b40509 , #ffe500,90.0,0.0,0
86101,Manchester Utd,0,0.4,Scott McTominay,2018-02-03,#b40509 , #ffe500,90.0,0.0,0
86102,Manchester Utd,0,0.0,Luke Shaw,2018-02-03,#b40509 , #ffe500,90.0,0.0,0
86103,Manchester Utd,0,0.0,Marcos Rojo,2018-02-03,#b40509 , #ffe500,90.0,0.0,0
86104,Manchester Utd,0,0.1,Chris Smalling,2018-02-03,#b40509 , #ffe500,90.0,0.0,0
86105,Manchester Utd,0,0.0,Antonio Valencia,2018-02-03,#b40509 , #ffe500,90.0,0.1,0
86106,Manchester Utd,0,0.0,David de Gea,2018-02-03,#b40509 , #ffe500,90.0,0.0,0
86121,Manchester Utd,0,1.3,Romelu Lukaku,2017-08-26,#b40509 , #ffe500,90.0,0.1,0
86122,Manchester Utd,0,0.1,Anthony Martial,2017-08-26,#b40509 , #ffe500,76.0,0.2,0
86123,Manchester Utd,0,0.1,Jesse Lingard,2017-08-26,#b40509 , #ffe500,14.0,0.0,1
86124,Manchester Utd,0,0.1,Juan Mata,2017-08-26,#b40509 , #ffe500,67.0,0.1,0
86125,Manchester Utd,1,0.2,Marcus Rashford,2017-08-26,#b40509 , #ffe500,23.0,0.3,0
86126,Manchester Utd,0,0.1,Henrikh Mkhitaryan,2017-08-26,#b40509 , #ffe500,74.0,0.3,1
86127,Manchester Utd,1,0.4,Marouane Fellaini,2017-08-26,#b40509 , #ffe500,16.0,0.1,0
86128,Manchester Utd,0,0.0,Nemanja Matić,2017-08-26,#b40509 , #ffe500,90.0,0.0,0
86129,Manchester Utd,0,0.3,Paul Pogba,2017-08-26,#b40509 , #ffe500,90.0,0.1,0
86130,Manchester Utd,0,0.0,Daley Blind,2017-08-26,#b40509 , #ffe500,90.0,0.2,0
86131,Manchester Utd,0,0.0,Phil Jones,2017-08-26,#b40509 , #ffe500,90.0,0.0,0
86132,Manchester Utd,0,0.0,Eric Bailly,2017-08-26,#b40509 , #ffe500,90.0,0.0,0
86133,Manchester Utd,0,0.0,Antonio Valencia,2017-08-26,#b40509 , #ffe500,90.0,0.0,0
86134,Manchester Utd,0,0.0,David de Gea,2017-08-26,#b40509 , #ffe500,90.0,0.0,0
86163,Manchester Utd,0,0.0,Romelu Lukaku,2018-03-10,#b40509 , #ffe500,90.0,0.1,1
86164,Manchester Utd,2,0.2,Marcus Rashford,2018-03-10,#b40509 , #ffe500,70.0,0.0,0
86165,Manchester Utd,0,0.0,Marouane Fellaini,2018-03-10,#b40509 , #ffe500,20.0,0.0,0
86166,Manchester Utd,0,0.4,Juan Mata,2018-03-10,#b40509 , #ffe500,89.0,0.0,0
86167,Manchester Utd,0,0.0,Jesse Lingard,2018-03-10,#b40509 , #ffe500,1.0,0.0,0
86168,Manchester Utd,0,0.0,Alexis Sánchez,2018-03-10,#b40509 , #ffe500,90.0,0.4,0
86169,Manchester Utd,0,0.0,Matteo Darmian,2018-03-10,#b40509 , #ffe500,0.0,0.0,0
86170,Manchester Utd,0,0.0,Nemanja Matić,2018-03-10,#b40509 , #ffe500,90.0,0.0,0
86171,Manchester Utd,0,0.0,Scott McTominay,2018-03-10,#b40509 , #ffe500,90.0,0.0,0
86172,Manchester Utd,0,0.0,Ashley Young,2018-03-10,#b40509 , #ffe500,90.0,0.0,0
86173,Manchester Utd,0,0.0,Chris Smalling,2018-03-10,#b40509 , #ffe500,90.0,0.0,0
86174,Manchester Utd,0,0.0,Eric Bailly,2018-03-10,#b40509 , #ffe500,90.0,0.0,0
86175,Manchester Utd,0,0.0,Antonio Valencia,2018-03-10,#b40509 , #ffe500,90.0,0.0,0
86176,Manchester Utd,0,0.0,David de Gea,2018-03-10,#b40509 , #ffe500,90.0,0.0,0
86204,Manchester Utd,0,0.2,Romelu Lukaku,2017-12-10,#b40509 , #ffe500,90.0,0.0,0
86205,Manchester Utd,1,0.4,Marcus Rashford,2017-12-10,#b40509 , #ffe500,90.0,0.0,0
86206,Manchester Utd,0,0.1,Anthony Martial,2017-12-10,#b40509 , #ffe500,90.0,0.2,0
86207,Manchester Utd,0,0.0,Jesse Lingard,2017-12-10,#b40509 , #ffe500,76.0,0.0,0
86208,Manchester Utd,0,0.0,Zlatan Ibrahimović,2017-12-10,#b40509 , #ffe500,14.0,0.0,0
86209,Manchester Utd,0,0.0,Nemanja Matić,2017-12-10,#b40509 , #ffe500,90.0,0.0,0
86210,Manchester Utd,0,0.0,Ander Herrera,2017-12-10,#b40509 , #ffe500,82.0,0.0,0
86211,Manchester Utd,0,0.3,Juan Mata,2017-12-10,#b40509 , #ffe500,8.0,0.0,0
86212,Manchester Utd,0,0.0,Ashley Young,2017-12-10,#b40509 , #ffe500,90.0,0.0,0
86213,Manchester Utd,0,0.0,Marcos Rojo,2017-12-10,#b40509 , #ffe500,45.0,0.3,0
86214,Manchester Utd,0,0.0,Victor Lindelöf,2017-12-10,#b40509 , #ffe500,45.0,0.0,0
86215,Manchester Utd,0,0.0,Chris Smalling,2017-12-10,#b40509 , #ffe500,90.0,0.0,0
86216,Manchester Utd,0,0.0,Antonio Valencia,2017-12-10,#b40509 , #ffe500,90.0,0.0,0
86217,Manchester Utd,0,0.0,David de Gea,2017-12-10,#b40509 , #ffe500,90.0,0.0,0
86246,Manchester Utd,1,0.8,Romelu Lukaku,2017-11-18,#b40509 , #ffe500,90.0,0.0,0
86247,Manchester Utd,1,0.4,Anthony Martial,2017-11-18,#b40509 , #ffe500,77.0,0.0,0
86248,Manchester Utd,0,0.1,Zlatan Ibrahimović,2017-11-18,#b40509 , #ffe500,13.0,0.0,0
86249,Manchester Utd,0,0.1,Marcus Rashford,2017-11-18,#b40509 , #ffe500,90.0,0.7,1
86250,Manchester Utd,0,0.0,Juan Mata,2017-11-18,#b40509 , #ffe500,83.0,0.4,1
86251,Manchester Utd,0,0.0,Ander Herrera,2017-11-18,#b40509 , #ffe500,7.0,0.6,0
86252,Manchester Utd,0,0.0,Nemanja Matić,2017-11-18,#b40509 , #ffe500,90.0,0.1,0
86253,Manchester Utd,1,0.7,Paul Pogba,2017-11-18,#b40509 , #ffe500,70.0,0.2,1
86254,Manchester Utd,0,0.6,Marouane Fellaini,2017-11-18,#b40509 , #ffe500,20.0,0.0,0
86255,Manchester Utd,0,0.0,Ashley Young,2017-11-18,#b40509 , #ffe500,90.0,0.4,1
86256,Manchester Utd,1,0.3,Chris Smalling,2017-11-18,#b40509 , #ffe500,90.0,0.0,0
86257,Manchester Utd,0,0.0,Victor Lindelöf,2017-11-18,#b40509 , #ffe500,90.0,0.3,0
86258,Manchester Utd,0,0.0,Antonio Valencia,2017-11-18,#b40509 , #ffe500,90.0,0.1,0
86259,Manchester Utd,0,0.0,David de Gea,2017-11-18,#b40509 , #ffe500,90.0,0.0,0
86318,Manchester Utd,0,0.2,Romelu Lukaku,2017-12-30,#b40509 , #ffe500,14.0,0.0,0
86319,Manchester Utd,0,0.1,Marcus Rashford,2017-12-30,#b40509 , #ffe500,76.0,0.1,0
86320,Manchester Utd,0,0.0,Henrikh Mkhitaryan,2017-12-30,#b40509 , #ffe500,65.0,0.2,0
86321,Manchester Utd,0,0.0,Anthony Martial,2017-12-30,#b40509 , #ffe500,25.0,0.1,0
86322,Manchester Utd,0,0.1,Juan Mata,2017-12-30,#b40509 , #ffe500,90.0,0.4,0
86323,Manchester Utd,0,0.3,Jesse Lingard,2017-12-30,#b40509 , #ffe500,90.0,0.0,0
86324,Manchester Utd,0,0.0,Paul Pogba,2017-12-30,#b40509 , #ffe500,90.0,0.0,0
86325,Manchester Utd,0,0.2,Nemanja Matić,2017-12-30,#b40509 , #ffe500,90.0,0.0,0
86326,Manchester Utd,0,0.0,Luke Shaw,2017-12-30,#b40509 , #ffe500,90.0,0.0,0
86327,Manchester Utd,0,0.0,Phil Jones,2017-12-30,#b40509 , #ffe500,90.0,0.0,0
86328,Manchester Utd,0,0.0,Victor Lindelöf,2017-12-30,#b40509 , #ffe500,90.0,0.0,0
86329,Manchester Utd,0,0.0,Ashley Young,2017-12-30,#b40509 , #ffe500,90.0,0.1,0
86330,Manchester Utd,0,0.0,David de Gea,2017-12-30,#b40509 , #ffe500,90.0,0.0,0
86360,Manchester Utd,1,0.3,Romelu Lukaku,2018-01-15,#b40509 , #ffe500,90.0,0.0,0
86361,Manchester Utd,0,0.1,Jesse Lingard,2018-01-15,#b40509 , #ffe500,80.0,0.5,0
86362,Manchester Utd,0,0.0,Marouane Fellaini,2018-01-15,#b40509 , #ffe500,10.0,0.0,0
86363,Manchester Utd,1,0.7,Anthony Martial,2018-01-15,#b40509 , #ffe500,80.0,0.1,1
86364,Manchester Utd,0,0.2,Marcus Rashford,2018-01-15,#b40509 , #ffe500,10.0,0.0,0
86365,Manchester Utd,0,0.4,Juan Mata,2018-01-15,#b40509 , #ffe500,83.0,0.1,0
86366,Manchester Utd,0,0.0,Scott McTominay,2018-01-15,#b40509 , #ffe500,7.0,0.0,0
86367,Manchester Utd,0,0.0,Nemanja Matić,2018-01-15,#b40509 , #ffe500,90.0,0.1,0
86368,Manchester Utd,0,0.2,Paul Pogba,2018-01-15,#b40509 , #ffe500,90.0,0.2,2
86369,Manchester Utd,0,0.0,Luke Shaw,2018-01-15,#b40509 , #ffe500,90.0,0.0,0
86370,Manchester Utd,0,0.0,Phil Jones,2018-01-15,#b40509 , #ffe500,90.0,0.0,0
86371,Manchester Utd,0,0.0,Chris Smalling,2018-01-15,#b40509 , #ffe500,90.0,0.0,0
86372,Manchester Utd,1,0.0,Antonio Valencia,2018-01-15,#b40509 , #ffe500,90.0,0.2,0
86373,Manchester Utd,0,0.0,David de Gea,2018-01-15,#b40509 , #ffe500,90.0,0.0,0
86374,Manchester Utd,1,0.6,Romelu Lukaku,2018-03-31,#b40509 , #ffe500,90.0,0.5,0
86375,Manchester Utd,1,0.6,Alexis Sánchez,2018-03-31,#b40509 , #ffe500,75.0,0.1,1
86376,Manchester Utd,0,0.0,Marcus Rashford,2018-03-31,#b40509 , #ffe500,15.0,0.0,0
86377,Manchester Utd,0,0.2,Juan Mata,2018-03-31,#b40509 , #ffe500,90.0,0.0,0
86378,Manchester Utd,0,0.0,Scott McTominay,2018-03-31,#b40509 , #ffe500,0.0,0.0,0
86379,Manchester Utd,0,0.4,Jesse Lingard,2018-03-31,#b40509 , #ffe500,76.0,0.2,0
86380,Manchester Utd,0,0.0,Ander Herrera,2018-03-31,#b40509 , #ffe500,14.0,0.0,0
86381,Manchester Utd,0,0.0,Nemanja Matić,2018-03-31,#b40509 , #ffe500,90.0,0.0,0
86382,Manchester Utd,0,0.0,Paul Pogba,2018-03-31,#b40509 , #ffe500,90.0,0.5,0
86383,Manchester Utd,0,0.0,Ashley Young,2018-03-31,#b40509 , #ffe500,90.0,0.1,0
86384,Manchester Utd,0,0.0,Victor Lindelöf,2018-03-31,#b40509 , #ffe500,90.0,0.0,0
86385,Manchester Utd,0,0.0,Chris Smalling,2018-03-31,#b40509 , #ffe500,90.0,0.0,0
86386,Manchester Utd,0,0.0,Antonio Valencia,2018-03-31,#b40509 , #ffe500,90.0,0.1,0
86387,Manchester Utd,0,0.0,David de Gea,2018-03-31,#b40509 , #ffe500,90.0,0.0,0
86388,Manchester Utd,0,0.0,Marcus Rashford,2017-10-28,#b40509 , #ffe500,70.0,0.0,0
86389,Manchester Utd,1,0.4,Anthony Martial,2017-10-28,#b40509 , #ffe500,20.0,0.0,0
86390,Manchester Utd,0,0.2,Romelu Lukaku,2017-10-28,#b40509 , #ffe500,90.0,0.4,1
86391,Manchester Utd,0,0.0,Henrikh Mkhitaryan,2017-10-28,#b40509 , #ffe500,65.0,0.0,0
86392,Manchester Utd,0,0.1,Jesse Lingard,2017-10-28,#b40509 , #ffe500,25.0,0.1,0
86393,Manchester Utd,0,0.0,Nemanja Matić,2017-10-28,#b40509 , #ffe500,90.0,0.1,0
86394,Manchester Utd,0,0.0,Ander Herrera,2017-10-28,#b40509 , #ffe500,90.0,0.2,0
86395,Manchester Utd,0,0.0,Ashley Young,2017-10-28,#b40509 , #ffe500,90.0,0.0,0
86396,Manchester Utd,0,0.0,Matteo Darmian,2017-10-28,#b40509 , #ffe500,0.0,0.0,0
86397,Manchester Utd,0,0.0,Phil Jones,2017-10-28,#b40509 , #ffe500,90.0,0.0,0
86398,Manchester Utd,0,0.0,Chris Smalling,2017-10-28,#b40509 , #ffe500,90.0,0.0,0
86399,Manchester Utd,0,0.0,Eric Bailly,2017-10-28,#b40509 , #ffe500,90.0,0.0,0
86400,Manchester Utd,0,0.1,Antonio Valencia,2017-10-28,#b40509 , #ffe500,90.0,0.1,0
86401,Manchester Utd,0,0.0,David de Gea,2017-10-28,#b40509 , #ffe500,90.0,0.0,0
86429,Manchester Utd,1,0.6,Marcus Rashford,2018-05-13,#b40509 , #ffe500,90.0,0.0,0
86430,Manchester Utd,0,0.1,Alexis Sánchez,2018-05-13,#b40509 , #ffe500,90.0,0.0,0
86431,Manchester Utd,0,0.0,Juan Mata,2018-05-13,#b40509 , #ffe500,90.0,0.6,1
86432,Manchester Utd,0,0.0,Daley Blind,2018-05-13,#b40509 , #ffe500,77.0,0.0,0
86433,Manchester Utd,0,0.0,Ander Herrera,2018-05-13,#b40509 , #ffe500,13.0,0.0,0
86434,Manchester Utd,0,0.0,Scott McTominay,2018-05-13,#b40509 , #ffe500,90.0,0.0,0
86435,Manchester Utd,0,0.0,Michael Carrick,2018-05-13,#b40509 , #ffe500,85.0,0.0,0
86436,Manchester Utd,0,0.0,Paul Pogba,2018-05-13,#b40509 , #ffe500,5.0,0.0,0
86437,Manchester Utd,0,0.0,Ashley Young,2018-05-13,#b40509 , #ffe500,60.0,0.0,0
86438,Manchester Utd,0,0.0,Luke Shaw,2018-05-13,#b40509 , #ffe500,30.0,0.0,0
86439,Manchester Utd,0,0.1,Marcos Rojo,2018-05-13,#b40509 , #ffe500,90.0,0.0,0
86440,Manchester Utd,0,0.0,Eric Bailly,2018-05-13,#b40509 , #ffe500,90.0,0.0,0
86441,Manchester Utd,0,0.0,Matteo Darmian,2018-05-13,#b40509 , #ffe500,90.0,0.0,0
86442,Manchester Utd,0,0.0,Sergio Romero,2018-05-13,#b40509 , #ffe500,90.0,0.0,0
86471,Manchester Utd,0,0.4,Romelu Lukaku,2018-04-15,#b40509 , #ffe500,90.0,0.0,0
86472,Manchester Utd,0,0.0,Alexis Sánchez,2018-04-15,#b40509 , #ffe500,90.0,0.2,0
86473,Manchester Utd,0,0.0,Juan Mata,2018-04-15,#b40509 , #ffe500,90.0,0.4,0
86474,Manchester Utd,0,0.1,Paul Pogba,2018-04-15,#b40509 , #ffe500,58.0,0.0,0
86475,Manchester Utd,0,0.1,Anthony Martial,2018-04-15,#b40509 , #ffe500,32.0,0.0,0
86476,Manchester Utd,0,0.0,Ander Herrera,2018-04-15,#b40509 , #ffe500,45.0,0.0,0
86477,Manchester Utd,0,0.2,Jesse Lingard,2018-04-15,#b40509 , #ffe500,45.0,0.0,0
86478,Manchester Utd,0,0.0,Nemanja Matić,2018-04-15,#b40509 , #ffe500,90.0,0.1,0
86479,Manchester Utd,0,0.0,Ashley Young,2018-04-15,#b40509 , #ffe500,75.0,0.0,0
86480,Manchester Utd,0,0.0,Marcus Rashford,2018-04-15,#b40509 , #ffe500,15.0,0.0,0
86481,Manchester Utd,0,0.0,Victor Lindelöf,2018-04-15,#b40509 , #ffe500,90.0,0.0,0
86482,Manchester Utd,0,0.1,Chris Smalling,2018-04-15,#b40509 , #ffe500,90.0,0.0,0
86483,Manchester Utd,0,0.0,Antonio Valencia,2018-04-15,#b40509 , #ffe500,90.0,0.1,0
86484,Manchester Utd,0,0.0,David de Gea,2018-04-15,#b40509 , #ffe500,90.0,0.0,0
86485,Manchester Utd,2,0.8,Romelu Lukaku,2017-08-13,#b40509 , #ffe500,90.0,0.2,0
86486,Manchester Utd,0,0.1,Henrikh Mkhitaryan,2017-08-13,#b40509 , #ffe500,88.0,1.1,2
86487,Manchester Utd,0,0.0,Jesse Lingard,2017-08-13,#b40509 , #ffe500,2.0,0.0,0
86488,Manchester Utd,0,0.2,Marcus Rashford,2017-08-13,#b40509 , #ffe500,80.0,0.3,1
86489,Manchester Utd,1,0.6,Anthony Martial,2017-08-13,#b40509 , #ffe500,10.0,0.0,1
86490,Manchester Utd,1,0.1,Paul Pogba,2017-08-13,#b40509 , #ffe500,90.0,0.2,0
86491,Manchester Utd,0,0.0,Nemanja Matić,2017-08-13,#b40509 , #ffe500,90.0,0.0,0
86492,Manchester Utd,0,0.0,Juan Mata,2017-08-13,#b40509 , #ffe500,76.0,0.0,0
86493,Manchester Utd,0,0.0,Marouane Fellaini,2017-08-13,#b40509 , #ffe500,14.0,0.0,0
86494,Manchester Utd,0,0.1,Daley Blind,2017-08-13,#b40509 , #ffe500,90.0,0.2,0
86495,Manchester Utd,0,0.0,Phil Jones,2017-08-13,#b40509 , #ffe500,90.0,0.0,0
86496,Manchester Utd,0,0.1,Eric Bailly,2017-08-13,#b40509 , #ffe500,90.0,0.0,0
86497,Manchester Utd,0,0.0,Antonio Valencia,2017-08-13,#b40509 , #ffe500,90.0,0.1,0
86498,Manchester Utd,0,0.0,David de Gea,2017-08-13,#b40509 , #ffe500,90.0,0.0,0
86554,Manchester Utd,0,0.2,Romelu Lukaku,2018-02-11,#b40509 , #ffe500,90.0,0.4,0
86555,Manchester Utd,0,0.1,Jesse Lingard,2018-02-11,#b40509 , #ffe500,66.0,0.0,0
86556,Manchester Utd,0,0.0,Juan Mata,2018-02-11,#b40509 , #ffe500,24.0,0.1,0
86557,Manchester Utd,0,0.6,Alexis Sánchez,2018-02-11,#b40509 , #ffe500,90.0,0.2,0
86558,Manchester Utd,0,0.0,Nemanja Matić,2018-02-11,#b40509 , #ffe500,77.0,0.3,0
86559,Manchester Utd,0,0.0,Scott McTominay,2018-02-11,#b40509 , #ffe500,13.0,0.0,0
86560,Manchester Utd,0,0.0,Paul Pogba,2018-02-11,#b40509 , #ffe500,66.0,0.1,0
86561,Manchester Utd,0,0.1,Michael Carrick,2018-02-11,#b40509 , #ffe500,24.0,0.1,0
86562,Manchester Utd,0,0.8,Anthony Martial,2018-02-11,#b40509 , #ffe500,90.0,0.1,0
86563,Manchester Utd,0,0.1,Ashley Young,2018-02-11,#b40509 , #ffe500,90.0,0.0,0
86564,Manchester Utd,0,0.0,Phil Jones,2018-02-11,#b40509 , #ffe500,90.0,0.0,0
86565,Manchester Utd,0,0.0,Chris Smalling,2018-02-11,#b40509 , #ffe500,90.0,0.3,0
86566,Manchester Utd,0,0.0,Antonio Valencia,2018-02-11,#b40509 , #ffe500,90.0,0.0,0
86567,Manchester Utd,0,0.0,David de Gea,2018-02-11,#b40509 , #ffe500,90.0,0.0,0
86624,Manchester Utd,0,0.1,Marcus Rashford,2017-09-23,#b40509 , #ffe500,90.0,0.0,0
86625,Manchester Utd,0,0.0,Daley Blind,2017-09-23,#b40509 , #ffe500,0.0,0.0,0
86626,Manchester Utd,1,0.8,Romelu Lukaku,2017-09-23,#b40509 , #ffe500,90.0,0.2,0
86627,Manchester Utd,0,0.0,Juan Mata,2017-09-23,#b40509 , #ffe500,62.0,0.0,0
86628,Manchester Utd,0,0.1,Ander Herrera,2017-09-23,#b40509 , #ffe500,28.0,0.0,0
86629,Manchester Utd,0,0.0,Henrikh Mkhitaryan,2017-09-23,#b40509 , #ffe500,75.0,0.2,0
86630,Manchester Utd,0,0.0,Chris Smalling,2017-09-23,#b40509 , #ffe500,15.0,0.0,0
86631,Manchester Utd,0,0.0,Nemanja Matić,2017-09-23,#b40509 , #ffe500,90.0,0.0,0
86632,Manchester Utd,0,0.0,Marouane Fellaini,2017-09-23,#b40509 , #ffe500,90.0,0.0,0
86633,Manchester Utd,0,0.0,Ashley Young,2017-09-23,#b40509 , #ffe500,90.0,0.2,0
86634,Manchester Utd,0,0.0,Phil Jones,2017-09-23,#b40509 , #ffe500,90.0,0.0,0
86635,Manchester Utd,0,0.0,Eric Bailly,2017-09-23,#b40509 , #ffe500,90.0,0.0,0
86636,Manchester Utd,0,0.0,Antonio Valencia,2017-09-23,#b40509 , #ffe500,90.0,0.0,0
86637,Manchester Utd,0,0.0,David de Gea,2017-09-23,#b40509 , #ffe500,90.0,0.0,0
86666,Manchester Utd,1,1.0,Romelu Lukaku,2017-09-09,#b40509 , #ffe500,90.0,0.1,0
86667,Manchester Utd,1,0.2,Marcus Rashford,2017-09-09,#b40509 , #ffe500,72.0,0.0,0
86668,Manchester Utd,0,0.0,Juan Mata,2017-09-09,#b40509 , #ffe500,18.0,0.1,0
